data_hora,cidade,aqi,hora,periodo_dia,tendencia_aqi,variacao_imediata
2026-03-03 07:42:54,oslo,65.0,7,Manhã,69.33333333333333,-4.0
2026-03-03 08:41:54,oslo,65.0,8,Manhã,66.33333333333333,0.0
2026-03-03 09:42:40,oslo,61.0,9,Manhã,63.666666666666664,-4.0
2026-03-03 10:40:03,oslo,51.0,10,Manhã,59.0,-10.0
2026-03-03 11:33:12,oslo,30.0,11,Manhã,47.333333333333336,-21.0
2026-03-03 12:59:17,oslo,16.0,12,Tarde,32.333333333333336,-14.0
2026-03-03 14:03:18,oslo,16.0,14,Tarde,20.666666666666668,0.0
2026-03-03 15:47:40,oslo,12.0,15,Tarde,14.666666666666666,-4.0
2026-03-03 16:50:57,oslo,19.0,16,Tarde,15.666666666666666,7.0
2026-03-03 17:43:51,oslo,24.0,17,Tarde,18.333333333333332,5.0
2026-03-03 19:40:48,oslo,23.0,19,Noite,22.0,-1.0
2026-03-03 20:33:50,oslo,18.0,20,Noite,21.666666666666668,-5.0
2026-03-03 21:35:01,oslo,19.0,21,Noite,20.0,1.0
2026-03-03 22:30:32,oslo,13.0,22,Noite,16.666666666666668,-6.0
2026-03-03 23:28:51,oslo,15.0,23,Noite,15.666666666666666,2.0
2026-03-04 02:04:02,oslo,17.0,2,Madrugada,15.0,2.0
2026-03-04 04:40:44,oslo,25.0,4,Madrugada,19.0,8.0
2026-03-04 05:43:20,oslo,23.0,5,Madrugada,21.666666666666668,-2.0
2026-03-04 06:50:01,oslo,23.0,6,Manhã,23.666666666666668,0.0
2026-03-04 07:38:27,oslo,23.0,7,Manhã,23.0,0.0
2026-03-04 08:40:11,oslo,24.0,8,Manhã,23.333333333333332,1.0
2026-03-04 09:41:22,oslo,31.0,9,Manhã,26.0,7.0
2026-03-04 10:37:38,oslo,31.0,10,Manhã,28.666666666666668,0.0
2026-03-04 11:30:56,oslo,28.0,11,Manhã,30.0,-3.0
2026-03-04 12:58:07,oslo,28.0,12,Tarde,29.0,0.0
2026-03-04 14:01:23,oslo,37.0,14,Tarde,31.0,9.0
2026-03-04 15:41:46,oslo,26.0,15,Tarde,30.333333333333332,-11.0
2026-03-04 16:44:59,oslo,31.0,16,Tarde,31.333333333333332,5.0
2026-03-04 17:39:31,oslo,51.0,17,Tarde,36.0,20.0
2026-03-04 18:53:07,oslo,51.0,18,Noite,44.333333333333336,0.0
2026-03-04 19:38:47,oslo,44.0,19,Noite,48.666666666666664,-7.0
2026-03-04 20:33:18,oslo,64.0,20,Noite,53.0,20.0
2026-03-04 21:35:43,oslo,76.0,21,Noite,61.333333333333336,12.0
2026-03-04 22:32:15,oslo,63.0,22,Noite,67.66666666666667,-13.0
2026-03-04 23:30:39,oslo,62.0,23,Noite,67.0,-1.0
2026-03-05 02:07:28,oslo,49.0,2,Madrugada,58.0,-13.0
2026-03-05 04:45:23,oslo,36.0,4,Madrugada,49.0,-13.0
2026-03-05 05:48:49,oslo,36.0,5,Madrugada,40.333333333333336,0.0
2026-03-05 06:54:01,oslo,29.0,6,Manhã,33.666666666666664,-7.0
2026-03-05 07:42:46,oslo,39.0,7,Manhã,34.666666666666664,10.0
2026-03-05 08:42:43,oslo,31.0,8,Manhã,33.0,-8.0
2026-03-05 09:43:47,oslo,29.0,9,Manhã,33.0,-2.0
2026-03-05 10:39:57,oslo,32.0,10,Manhã,30.666666666666668,3.0
2026-03-05 11:34:29,oslo,32.0,11,Manhã,31.0,0.0
2026-03-05 13:01:54,oslo,35.0,13,Tarde,33.0,3.0
2026-03-05 14:45:04,oslo,38.0,14,Tarde,35.0,3.0
2026-03-05 15:52:01,oslo,44.0,15,Tarde,39.0,6.0
2026-03-05 18:05:03,oslo,46.0,18,Noite,42.666666666666664,2.0
2026-03-05 19:52:29,oslo,34.0,19,Noite,41.333333333333336,-12.0
2026-03-05 20:38:01,oslo,38.0,20,Noite,39.333333333333336,4.0
2026-03-05 21:36:21,oslo,37.0,21,Noite,36.333333333333336,-1.0
2026-03-05 22:32:23,oslo,37.0,22,Noite,37.333333333333336,0.0
2026-03-05 23:51:17,oslo,43.0,23,Noite,39.0,6.0
2026-02-28 01:18:53,reykjavik,11.0,1,Madrugada,11.0,0.0
2026-02-28 01:50:44,reykjavik,11.0,1,Madrugada,11.0,0.0
2026-02-28 06:37:59,reykjavik,10.0,6,Manhã,10.666666666666666,-1.0
2026-02-28 12:44:03,reykjavik,13.0,12,Tarde,11.333333333333334,3.0
2026-02-28 18:32:45,reykjavik,12.0,18,Noite,11.666666666666666,-1.0
2026-03-01 02:12:39,reykjavik,9.0,2,Madrugada,11.333333333333334,-3.0
2026-03-01 06:44:49,reykjavik,11.0,6,Manhã,10.666666666666666,2.0
2026-03-01 12:47:33,reykjavik,20.0,12,Tarde,13.333333333333334,9.0
2026-03-01 18:33:17,reykjavik,15.0,18,Noite,15.333333333333334,-5.0
2026-03-02 02:03:45,reykjavik,12.0,2,Madrugada,15.666666666666666,-3.0
2026-03-02 06:57:43,reykjavik,11.0,6,Manhã,12.666666666666666,-1.0
2026-03-02 12:57:53,reykjavik,14.0,12,Tarde,12.333333333333334,3.0
2026-03-02 18:47:02,reykjavik,12.0,18,Noite,12.333333333333334,-2.0
2026-03-03 04:15:29,reykjavik,12.0,4,Madrugada,12.666666666666666,0.0
2026-03-03 05:50:41,reykjavik,9.0,5,Madrugada,11.0,-3.0
2026-03-03 06:54:03,reykjavik,8.0,6,Manhã,9.666666666666666,-1.0
2026-03-03 07:42:54,reykjavik,8.0,7,Manhã,8.333333333333334,0.0
2026-03-03 08:41:54,reykjavik,11.0,8,Manhã,9.0,3.0
2026-03-03 09:42:41,reykjavik,11.0,9,Manhã,10.0,0.0
2026-03-03 10:40:04,reykjavik,10.0,10,Manhã,10.666666666666666,-1.0
2026-03-03 11:33:12,reykjavik,10.0,11,Manhã,10.333333333333334,0.0
2026-03-03 12:59:17,reykjavik,10.0,12,Tarde,10.0,0.0
2026-03-03 14:03:18,reykjavik,8.0,14,Tarde,9.333333333333334,-2.0
2026-03-03 15:47:41,reykjavik,8.0,15,Tarde,8.666666666666666,0.0
2026-03-03 16:50:58,reykjavik,8.0,16,Tarde,8.0,0.0
2026-03-03 17:43:51,reykjavik,8.0,17,Tarde,8.0,0.0
2026-03-03 19:40:49,reykjavik,8.0,19,Noite,8.0,0.0
2026-03-03 20:33:51,reykjavik,8.0,20,Noite,8.0,0.0
2026-03-03 21:35:02,reykjavik,8.0,21,Noite,8.0,0.0
2026-03-03 22:30:33,reykjavik,8.0,22,Noite,8.0,0.0
2026-03-03 23:28:52,reykjavik,21.0,23,Noite,12.333333333333334,13.0
2026-03-04 02:04:03,reykjavik,20.0,2,Madrugada,16.333333333333332,-1.0
2026-03-04 04:40:44,reykjavik,10.0,4,Madrugada,17.0,-10.0
2026-03-04 05:43:21,reykjavik,10.0,5,Madrugada,13.333333333333334,0.0
2026-03-04 06:50:01,reykjavik,15.0,6,Manhã,11.666666666666666,5.0
2026-03-04 07:38:28,reykjavik,13.0,7,Manhã,12.666666666666666,-2.0
2026-03-04 08:40:11,reykjavik,22.0,8,Manhã,16.666666666666668,9.0
2026-03-04 09:41:22,reykjavik,19.0,9,Manhã,18.0,-3.0
2026-03-04 10:37:38,reykjavik,22.0,10,Manhã,21.0,3.0
2026-03-04 11:30:56,reykjavik,22.0,11,Manhã,21.0,0.0
2026-03-04 12:58:08,reykjavik,37.0,12,Tarde,27.0,15.0
2026-03-04 14:01:24,reykjavik,21.0,14,Tarde,26.666666666666668,-16.0
2026-03-04 15:41:46,reykjavik,23.0,15,Tarde,27.0,2.0
2026-03-04 16:44:59,reykjavik,23.0,16,Tarde,22.333333333333332,0.0
2026-03-04 17:39:31,reykjavik,23.0,17,Tarde,23.0,0.0
2026-03-04 18:53:08,reykjavik,19.0,18,Noite,21.666666666666668,-4.0
2026-03-04 19:38:47,reykjavik,11.0,19,Noite,17.666666666666668,-8.0
2026-03-04 20:33:18,reykjavik,21.0,20,Noite,17.0,10.0
2026-03-04 21:35:43,reykjavik,7.0,21,Noite,13.0,-14.0
2026-03-04 22:32:15,reykjavik,7.0,22,Noite,11.666666666666666,0.0
2026-03-04 23:30:40,reykjavik,8.0,23,Noite,7.333333333333333,1.0
2026-03-05 02:07:29,reykjavik,8.0,2,Madrugada,7.666666666666667,0.0
2026-03-05 04:45:23,reykjavik,8.0,4,Madrugada,8.0,0.0
2026-03-05 05:48:50,reykjavik,8.0,5,Madrugada,8.0,0.0
2026-03-05 06:54:02,reykjavik,11.0,6,Manhã,9.0,3.0
2026-03-05 07:42:46,reykjavik,16.0,7,Manhã,11.666666666666666,5.0
2026-03-05 08:42:44,reykjavik,13.0,8,Manhã,13.333333333333334,-3.0
2026-03-05 09:43:48,reykjavik,9.0,9,Manhã,12.666666666666666,-4.0
2026-03-05 10:39:58,reykjavik,9.0,10,Manhã,10.333333333333334,0.0
2026-03-05 11:34:30,reykjavik,17.0,11,Manhã,11.666666666666666,8.0
2026-03-05 13:01:55,reykjavik,26.0,13,Tarde,17.333333333333332,9.0
2026-03-05 14:45:05,reykjavik,10.0,14,Tarde,17.666666666666668,-16.0
2026-03-05 15:52:01,reykjavik,10.0,15,Tarde,15.333333333333334,0.0
2026-03-05 18:05:04,reykjavik,11.0,18,Noite,10.333333333333334,1.0
2026-03-05 19:52:29,reykjavik,17.0,19,Noite,12.666666666666666,6.0
2026-03-05 20:38:01,reykjavik,17.0,20,Noite,15.0,0.0
2026-03-05 21:36:22,reykjavik,17.0,21,Noite,17.0,0.0
2026-03-05 22:32:23,reykjavik,9.0,22,Noite,14.333333333333334,-8.0
2026-03-05 23:51:17,reykjavik,12.0,23,Noite,12.666666666666666,3.0
2026-02-28 06:37:54,santos,19.0,6,Manhã,19.0,0.0
2026-02-28 12:43:58,santos,5.0,12,Tarde,12.0,-14.0
2026-02-28 18:32:41,santos,14.0,18,Noite,12.666666666666666,9.0
2026-03-01 02:12:35,santos,4.0,2,Madrugada,7.666666666666667,-10.0
2026-03-01 06:44:44,santos,14.0,6,Manhã,10.666666666666666,10.0
2026-03-01 12:47:29,santos,4.0,12,Tarde,7.333333333333333,-10.0
2026-03-01 18:33:12,santos,15.0,18,Noite,11.0,11.0
2026-03-02 02:03:40,santos,27.0,2,Madrugada,15.333333333333334,12.0
2026-03-02 06:57:38,santos,26.0,6,Manhã,22.666666666666668,-1.0
2026-03-02 12:57:48,santos,18.0,12,Tarde,23.666666666666668,-8.0
2026-03-02 18:46:58,santos,22.0,18,Noite,22.0,4.0
2026-03-03 04:15:24,santos,16.0,4,Madrugada,18.666666666666668,-6.0
2026-03-03 05:50:36,santos,21.0,5,Madrugada,19.666666666666668,5.0
2026-03-03 06:53:58,santos,18.0,6,Manhã,18.333333333333332,-3.0
2026-03-03 07:42:51,santos,19.0,7,Manhã,19.333333333333332,1.0
2026-03-03 08:41:50,santos,17.0,8,Manhã,18.0,-2.0
2026-03-03 09:42:36,santos,10.0,9,Manhã,15.333333333333334,-7.0
2026-03-03 10:39:58,santos,20.0,10,Manhã,15.666666666666666,10.0
2026-03-03 11:33:08,santos,21.0,11,Manhã,17.0,1.0
2026-03-03 12:59:14,santos,21.0,12,Tarde,20.666666666666668,0.0
2026-03-03 14:03:15,santos,20.0,14,Tarde,20.666666666666668,-1.0
2026-03-03 15:47:37,santos,20.0,15,Tarde,20.333333333333332,0.0
2026-03-03 16:50:53,santos,16.0,16,Tarde,18.666666666666668,-4.0
2026-03-03 17:43:46,santos,15.0,17,Tarde,17.0,-1.0
2026-03-03 19:40:44,santos,83.0,19,Noite,38.0,68.0
2026-03-03 20:33:45,santos,30.0,20,Noite,42.666666666666664,-53.0
2026-03-03 21:34:57,santos,17.0,21,Noite,43.333333333333336,-13.0
2026-03-03 22:30:29,santos,14.0,22,Noite,20.333333333333332,-3.0
2026-03-03 23:28:48,santos,12.0,23,Noite,14.333333333333334,-2.0
2026-03-04 02:03:58,santos,21.0,2,Madrugada,15.666666666666666,9.0
2026-03-04 04:40:41,santos,12.0,4,Madrugada,15.0,-9.0
2026-03-04 05:43:17,santos,16.0,5,Madrugada,16.333333333333332,4.0
2026-03-04 06:49:56,santos,21.0,6,Manhã,16.333333333333332,5.0
2026-03-04 07:38:23,santos,34.0,7,Manhã,23.666666666666668,13.0
2026-03-04 08:40:06,santos,15.0,8,Manhã,23.333333333333332,-19.0
2026-03-04 09:41:19,santos,21.0,9,Manhã,23.333333333333332,6.0
2026-03-04 10:37:33,santos,10.0,10,Manhã,15.333333333333334,-11.0
2026-03-04 11:30:51,santos,12.0,11,Manhã,14.333333333333334,2.0
2026-03-04 12:58:03,santos,19.0,12,Tarde,13.666666666666666,7.0
2026-03-04 14:01:17,santos,24.0,14,Tarde,18.333333333333332,5.0
2026-03-04 15:41:41,santos,22.0,15,Tarde,21.666666666666668,-2.0
2026-03-04 16:44:54,santos,21.0,16,Tarde,22.333333333333332,-1.0
2026-03-04 17:39:27,santos,19.0,17,Tarde,20.666666666666668,-2.0
2026-03-04 18:53:02,santos,17.0,18,Noite,19.0,-2.0
2026-03-04 19:38:43,santos,16.0,19,Noite,17.333333333333332,-1.0
2026-03-04 20:33:15,santos,17.0,20,Noite,16.666666666666668,1.0
2026-03-04 21:35:40,santos,15.0,21,Noite,16.0,-2.0
2026-03-04 22:32:10,santos,11.0,22,Noite,14.333333333333334,-4.0
2026-03-04 23:30:35,santos,12.0,23,Noite,12.666666666666666,1.0
2026-03-05 02:07:24,santos,15.0,2,Madrugada,12.666666666666666,3.0
2026-03-05 04:45:19,santos,13.0,4,Madrugada,13.333333333333334,-2.0
2026-03-05 05:48:45,santos,27.0,5,Madrugada,18.333333333333332,14.0
2026-03-05 06:53:57,santos,10.0,6,Manhã,16.666666666666668,-17.0
2026-03-05 07:42:42,santos,11.0,7,Manhã,16.0,1.0
2026-03-05 08:42:39,santos,26.0,8,Manhã,15.666666666666666,15.0
2026-03-05 09:43:43,santos,12.0,9,Manhã,16.333333333333332,-14.0
2026-03-05 10:39:53,santos,20.0,10,Manhã,19.333333333333332,8.0
2026-03-05 11:34:25,santos,41.0,11,Manhã,24.333333333333332,21.0
2026-03-05 13:01:50,santos,12.0,13,Tarde,24.333333333333332,-29.0
2026-03-05 14:45:00,santos,21.0,14,Tarde,24.666666666666668,9.0
2026-03-05 15:51:56,santos,22.0,15,Tarde,18.333333333333332,1.0
2026-03-05 18:04:59,santos,27.0,18,Noite,23.333333333333332,5.0
2026-03-05 19:52:25,santos,20.0,19,Noite,23.0,-7.0
2026-03-05 20:37:58,santos,22.0,20,Noite,23.0,2.0
2026-03-05 21:36:17,santos,16.0,21,Noite,19.333333333333332,-6.0
2026-03-05 22:32:18,santos,19.0,22,Noite,19.0,3.0
2026-03-05 23:51:13,santos,18.0,23,Noite,17.666666666666668,-1.0
2026-02-26 21:28:56,sao-paulo,13.0,21,Noite,13.0,0.0
2026-02-26 21:29:41,sao-paulo,13.0,21,Noite,13.0,0.0
2026-02-28 01:18:49,sao-paulo,30.0,1,Madrugada,18.666666666666668,17.0
2026-02-28 01:50:40,sao-paulo,25.0,1,Madrugada,22.666666666666668,-5.0
2026-02-28 06:37:53,sao-paulo,34.0,6,Manhã,29.666666666666668,9.0
2026-02-28 12:43:58,sao-paulo,30.0,12,Tarde,29.666666666666668,-4.0
2026-02-28 18:32:40,sao-paulo,34.0,18,Noite,32.666666666666664,4.0
2026-03-01 02:12:35,sao-paulo,21.0,2,Madrugada,28.333333333333332,-13.0
2026-03-01 06:44:44,sao-paulo,14.0,6,Manhã,23.0,-7.0
2026-03-01 12:47:28,sao-paulo,16.0,12,Tarde,17.0,2.0
2026-03-01 18:33:11,sao-paulo,38.0,18,Noite,22.666666666666668,22.0
2026-03-02 02:03:39,sao-paulo,21.0,2,Madrugada,25.0,-17.0
2026-03-02 06:57:38,sao-paulo,9.0,6,Manhã,22.666666666666668,-12.0
2026-03-02 12:57:48,sao-paulo,15.0,12,Tarde,15.0,6.0
2026-03-02 18:46:58,sao-paulo,42.0,18,Noite,22.0,27.0
2026-03-03 04:15:23,sao-paulo,34.0,4,Madrugada,30.333333333333332,-8.0
2026-03-03 05:50:36,sao-paulo,25.0,5,Madrugada,33.666666666666664,-9.0
2026-03-03 06:53:57,sao-paulo,17.0,6,Manhã,25.333333333333332,-8.0
2026-03-03 07:42:50,sao-paulo,29.0,7,Manhã,23.666666666666668,12.0
2026-03-03 08:41:50,sao-paulo,53.0,8,Manhã,33.0,24.0
2026-03-03 09:42:35,sao-paulo,61.0,9,Manhã,47.666666666666664,8.0
2026-03-03 10:39:58,sao-paulo,65.0,10,Manhã,59.666666666666664,4.0
2026-03-03 11:33:07,sao-paulo,68.0,11,Manhã,64.66666666666667,3.0
2026-03-03 12:59:13,sao-paulo,63.0,12,Tarde,65.33333333333333,-5.0
2026-03-03 14:03:14,sao-paulo,50.0,14,Tarde,60.333333333333336,-13.0
2026-03-03 15:47:37,sao-paulo,42.0,15,Tarde,51.666666666666664,-8.0
2026-03-03 16:50:53,sao-paulo,42.0,16,Tarde,44.666666666666664,0.0
2026-03-03 17:43:46,sao-paulo,59.0,17,Tarde,47.666666666666664,17.0
2026-03-03 19:40:43,sao-paulo,70.0,19,Noite,57.0,11.0
2026-03-03 20:33:45,sao-paulo,68.0,20,Noite,65.66666666666667,-2.0
2026-03-03 21:34:56,sao-paulo,76.0,21,Noite,71.33333333333333,8.0
2026-03-03 22:30:28,sao-paulo,68.0,22,Noite,70.66666666666667,-8.0
2026-03-03 23:28:48,sao-paulo,63.0,23,Noite,69.0,-5.0
2026-03-04 02:03:57,sao-paulo,46.0,2,Madrugada,59.0,-17.0
2026-03-04 04:40:40,sao-paulo,50.0,4,Madrugada,53.0,4.0
2026-03-04 05:43:16,sao-paulo,42.0,5,Madrugada,46.0,-8.0
2026-03-04 06:49:55,sao-paulo,34.0,6,Manhã,42.0,-8.0
2026-03-04 07:38:22,sao-paulo,30.0,7,Manhã,35.333333333333336,-4.0
2026-03-04 08:40:06,sao-paulo,21.0,8,Manhã,28.333333333333332,-9.0
2026-03-04 09:41:18,sao-paulo,30.0,9,Manhã,27.0,9.0
2026-03-04 10:37:32,sao-paulo,46.0,10,Manhã,32.333333333333336,16.0
2026-03-04 11:30:51,sao-paulo,46.0,11,Manhã,40.666666666666664,0.0
2026-03-04 12:58:02,sao-paulo,68.0,12,Tarde,53.333333333333336,22.0
2026-03-04 14:01:16,sao-paulo,55.0,14,Tarde,56.333333333333336,-13.0
2026-03-04 15:41:40,sao-paulo,42.0,15,Tarde,55.0,-13.0
2026-03-04 16:44:53,sao-paulo,44.0,16,Tarde,47.0,2.0
2026-03-04 17:39:27,sao-paulo,44.0,17,Tarde,43.333333333333336,0.0
2026-03-04 18:53:02,sao-paulo,53.0,18,Noite,47.0,9.0
2026-03-04 19:38:42,sao-paulo,46.0,19,Noite,47.666666666666664,-7.0
2026-03-04 20:33:14,sao-paulo,42.0,20,Noite,47.0,-4.0
2026-03-04 21:35:40,sao-paulo,50.0,21,Noite,46.0,8.0
2026-03-04 22:32:10,sao-paulo,55.0,22,Noite,49.0,5.0
2026-03-04 23:30:34,sao-paulo,50.0,23,Noite,51.666666666666664,-5.0
2026-03-05 02:07:24,sao-paulo,46.0,2,Madrugada,50.333333333333336,-4.0
2026-03-05 04:45:19,sao-paulo,30.0,4,Madrugada,42.0,-16.0
2026-03-05 05:48:44,sao-paulo,30.0,5,Madrugada,35.333333333333336,0.0
2026-03-05 06:53:56,sao-paulo,34.0,6,Manhã,31.333333333333332,4.0
2026-03-05 07:42:42,sao-paulo,34.0,7,Manhã,32.666666666666664,0.0
2026-03-05 08:42:38,sao-paulo,50.0,8,Manhã,39.333333333333336,16.0
2026-03-05 09:43:43,sao-paulo,46.0,9,Manhã,43.333333333333336,-4.0
2026-03-05 10:39:52,sao-paulo,42.0,10,Manhã,46.0,-4.0
2026-03-05 11:34:24,sao-paulo,50.0,11,Manhã,46.0,8.0
2026-03-05 13:01:49,sao-paulo,50.0,13,Tarde,47.333333333333336,0.0
2026-03-05 14:44:59,sao-paulo,50.0,14,Tarde,50.0,0.0
2026-03-05 15:51:55,sao-paulo,35.0,15,Tarde,45.0,-15.0
2026-03-05 18:04:59,sao-paulo,63.0,18,Noite,49.333333333333336,28.0
2026-03-05 19:52:24,sao-paulo,68.0,19,Noite,55.333333333333336,5.0
2026-03-05 20:37:57,sao-paulo,63.0,20,Noite,64.66666666666667,-5.0
2026-03-05 21:36:16,sao-paulo,61.0,21,Noite,64.0,-2.0
2026-03-05 22:32:18,sao-paulo,61.0,22,Noite,61.666666666666664,0.0
2026-03-05 23:51:12,sao-paulo,59.0,23,Noite,60.333333333333336,-2.0
